Title,Title_URL,Image,ipclockupoverlay_URL,Title1,Title2,ipcratingstar,ipcratingstarrate,Content,scf24f1c5c0
368. Munthirivallikal Thalirkkumbol,https://www.imdb.com/title/tt6097918/?ref_=sr_t_368,"https://m.media-amazon.com/images/M/MV5BMTQyYWQwYzktMDVlMi00YzZjLWE1OTgtNmVmYjFjZTE1NzJiL2ltYWdlXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR1,0,140,207_.jpg",https://www.imdb.com/title/tt6097918/?ref_=sr_i_368,2017,2h 34m,"6.9
 (2.7K)",Rate,"This onscreen adaptation of the story 'Pranayopanishad' (The Upanishad of Love) follows Ulahannan, a middle aged government servant, through his emotional journey of misconceptions and love.","Votes2,691"
369. Narasimham,https://www.imdb.com/title/tt0273870/?ref_=sr_t_369,"https://m.media-amazon.com/images/M/MV5BMzNmYjM3ZGYtYjc2NS00YWVkLTg0M2MtOWU4ZWMwNmRkYTg5XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_QL75_UY207_CR7,0,140,207_.jpg",https://www.imdb.com/title/tt0273870/?ref_=sr_i_369,2000,2h 55m,"7.6
 (1.9K)",Rate,"Induchoodan is wrongly implicated in a murder case. Later, his father is imprisoned for murdering his daughter and Induchoodan vows to prove his innocence.","Votes1,881"
370. Ee Parakkum Thalika,https://www.imdb.com/title/tt0319337/?ref_=sr_t_370,"https://m.media-amazon.com/images/M/MV5BMmI1YWRmNDYtZjkwOS00NmY3LWJlNjMtN2RlMWViY2FmNDM1XkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_QL75_UY207_CR10,0,140,207_.jpg",https://www.imdb.com/title/tt0319337/?ref_=sr_i_370,2001,2h 18m,"7.4
 (1.2K)",Rate,"Unni, a bus owner, and his friend Sundareshan ply a bus service. The pathetic condition of his bus creates concerns for Unni. Things take a turn when a girl happens to come into their lives.","Votes1,194"
371. Rani,https://www.imdb.com/title/tt27072693/?ref_=sr_t_371,"https://m.media-amazon.com/images/M/MV5BNGRjNDljZjktZTJhNy00MTBjLWE3NjMtZTE3ODg1ZDJiMTM1XkEyXkFqcGdeQXVyMTYzMTMxNjk0._V1_QL75_UY207_CR13,0,140,207_.jpg",https://www.imdb.com/title/tt27072693/?ref_=sr_i_371,2023,,"8.6
 (14)",Rate,The struggles a small-time farmer's family has to go through to find a good life in a village plagued by cannabis mafia that is above the local law enforcement.,Votes14
372. Traffic,https://www.imdb.com/title/tt1821682/?ref_=sr_t_372,"https://m.media-amazon.com/images/M/MV5BYTU0ZWQyZjItNWZiMy00NTI4LTk5ZWYtMDMxNzljZGM0ZWI1XkEyXkFqcGdeQXVyODE0NjUxNzY@._V1_QL75_UY207_CR8,0,140,207_.jpg",https://www.imdb.com/title/tt1821682/?ref_=sr_i_372,2011,2h 2m,"8.1
 (5.1K)",Rate,The lives of some different people get intertwined when a girl is in urgent need of a heart transplant with the only heart donor being many miles of traffic away.,"Votes5,149"
373. Honey Bee 2: Celebrations,https://www.imdb.com/title/tt6244876/?ref_=sr_t_373,"https://m.media-amazon.com/images/M/MV5BN2VlNTM1NGEtYzU5ZC00NWUyLThlZTgtNTBkY2EwNDhlNTZjXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR8,0,140,207_.jpg",https://www.imdb.com/title/tt6244876/?ref_=sr_i_373,2017,2h 8m,"3.5
 (429)",Rate,"Angel's brothers decide to get their sister married to Sebastian. As the story moves closer to the wedding, the huge contrast in the cultures of both the families leads to conflict of opinion.",Votes429
374. Shadow of Water,https://www.imdb.com/title/tt8517272/?ref_=sr_t_374,"https://m.media-amazon.com/images/M/MV5BNTY1ZDQxNzYtZTM1ZC00ODQ1LTk3YTEtNjk3NGUwN2QxYTQ3XkEyXkFqcGdeQXVyMzQ5Njc3NzU@._V1_QL75_UY207_CR1,0,140,207_.jpg",https://www.imdb.com/title/tt8517272/?ref_=sr_i_374,2019,2h,"5.5
 (423)",Rate,"Teenage Janaki departs for a day in the city at dawn. Her suitor has arranged for a ride with his boss, a sullen and dark man who lets Janaki know that he knows she's there without her mother's permission.",Votes423
375. Madhuram,https://www.imdb.com/title/tt13671922/?ref_=sr_t_375,"https://m.media-amazon.com/images/M/MV5BY2YyMTM3ZTktY2NlMC00NWY1LWIxODItNjRlNzY1MzFkNjc1XkEyXkFqcGdeQXVyMzQ5Njc3NzU@._V1_QL75_UY207_CR13,0,140,207_.jpg",https://www.imdb.com/title/tt13671922/?ref_=sr_i_375,2021,2h 2m,"7.6
 (2.7K)",Rate,"Sabu, Thaju, Ravi and others wait for their loved ones to be treated at a government hospital. Despite their sadness about loved ones, they help each other while learning from each other's lives.","Votes2,724"
376. Aalankam,https://www.imdb.com/title/tt15761408/?ref_=sr_t_376,"https://m.media-amazon.com/images/M/MV5BZTIwMTFhNzEtNjYyMC00YTYzLWJlODItZGQxZDg5MjEyMGMyXkEyXkFqcGdeQXVyMTYxNDU3NTQy._V1_QL75_UY207_CR1,0,140,207_.jpg",https://www.imdb.com/title/tt15761408/?ref_=sr_i_376,2023,1h 50m,"8.1
 (22)",Rate,,Votes22
377. Shikhamani,https://www.imdb.com/title/tt5642888/?ref_=sr_t_377,"https://m.media-amazon.com/images/M/MV5BZGY2MWJhYTItNmYxNC00NTQ2LTg1ODUtMzZjNjk5M2VjNDU5XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR2,0,140,207_.jpg",https://www.imdb.com/title/tt5642888/?ref_=sr_i_377,2016,2h 12m,"4.7
 (32)",Rate,The railway runs kilometers through the forest. Shikhamani is the most honest and efficient gang man. He lives in the nearby village. Quite unexpectedly a girl enters his life and the resulting events are plotted.,Votes32
378. Enthada Saji,https://www.imdb.com/title/tt15826290/?ref_=sr_t_378,"https://m.media-amazon.com/images/M/MV5BNjUzODVhNzYtNTk1Zi00NjY1LThkODQtZmVkY2U2NDBjYzYwXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR8,0,140,207_.jpg",https://www.imdb.com/title/tt15826290/?ref_=sr_i_378,2023,2h 3m,"4.2
 (488)",Rate,Sajimol Thomas whose life changes when she meets Saint Roch. Everything changes for good including her love life and surroundings until the Saint Roch's Statue disappears from the Church.,Votes488
379. John Luther,https://www.imdb.com/title/tt12908508/?ref_=sr_t_379,"https://m.media-amazon.com/images/M/MV5BNDk4YWYyYmEtMGM1Mi00MmJiLTkyYzQtMDY2ZTlkMzViN2M4XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR13,0,140,207_.jpg",https://www.imdb.com/title/tt12908508/?ref_=sr_i_379,2022,2h 15m,"6.9
 (2.9K)",Rate,"The missing case of a teacher named Prakashan is reported at the police station where John Luther works as a CI. As the investigation progresses, John meets with an accident in a scuffle while investigating another case.","Votes2,949"
380. Somante Krithavu,https://www.imdb.com/title/tt28337815/?ref_=sr_t_380,"https://m.media-amazon.com/images/M/MV5BYTEyMzZiYjktYzAzMS00NTQ1LTk5MjMtZjc0M2QzYmY2NDQ5XkEyXkFqcGdeQXVyMTAxNDYzMzEy._V1_QL75_UY207_CR1,0,140,207_.jpg",https://www.imdb.com/title/tt28337815/?ref_=sr_i_380,2023,2h 1m,"6.1
 (783)",Rate,Soman who takes charge as the village agriculture officer. His naturalist way of living often makes him a laughingstock in the village. He is often at loggerheads with the panchayat president for his forthright and honest personality.,Votes783
381. Asthra,https://www.imdb.com/title/tt28212358/?ref_=sr_t_381,"https://m.media-amazon.com/images/M/MV5BN2YyM2U2YTYtYTRjZS00NmMxLWFkZTAtOThhMjg1OGMyYzZjXkEyXkFqcGdeQXVyNjExMDczMDA@._V1_QL75_UY207_CR8,0,140,207_.jpg",https://www.imdb.com/title/tt28212358/?ref_=sr_i_381,2023,1h 55m,"9.4
 (107)",Rate,Asthra movie story revolves In Sulthan Bathery Wayanad district. as two Police officers are attacked and killed by a gang in the last 48 hours. They draw an arrow sign on the wall with blood. Investigation officer Joshy Mathew investigates the case in unusual and different methods to catch the gang.,Votes107
382. Sanjay on Call,https://www.imdb.com/title/tt21985826/?ref_=sr_t_382,"https://m.media-amazon.com/images/M/MV5BZDg0OThhM2YtMTg4Ni00MjliLTkwM2EtOTBkMDJlZTA2ZjQ0XkEyXkFqcGdeQXVyMTM4ODI1Mjk3._V1_QL75_UY207_CR6,0,140,207_.jpg",https://www.imdb.com/title/tt21985826/?ref_=sr_i_382,2022,,,Rate,"Sanjay, an IT professional, is stuck on a critical office call while he receives a call from his wife who is trapped in an issue and her life is in danger. She is hundreds of miles away from home and Sanjay has to find a way to save her over phone.Meanwhile he is bombarded and stressed with his office calls and other unwelcome guests back home. As he helps his wife over call her phone battery dies. Now he has to bring in a Plan B to save her without him going there. How Sanjay is able to save her and how the events she got trapped and what was the mystery behind are revealed as the story unfolds.",
383. Vijay Superum Pournamiyum,https://www.imdb.com/title/tt8081566/?ref_=sr_t_383,"https://m.media-amazon.com/images/M/MV5BMWVkOWUwZTctNjQwZi00YzRmLTgzMjQtMmIxMzU0ZjliN2I1XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR1,0,140,207_.jpg",https://www.imdb.com/title/tt8081566/?ref_=sr_i_383,2019,2h 15m,"7.1
 (1.6K)",Rate,"A young engineering student dreams of becoming a chef, much to the dismay of his family.","Votes1,637"
384. Mikhael,https://www.imdb.com/title/tt8694228/?ref_=sr_t_384,"https://m.media-amazon.com/images/M/MV5BOThmYmQ2ODUtZDY0OC00NmI3LWE4NmEtYmE1ZTVlMWIyMWYxXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR1,0,140,207_.jpg",https://www.imdb.com/title/tt8694228/?ref_=sr_i_384,2019,2h 30m,"5.0
 (1.6K)",Rate,"When a vengeful man with criminal ties starts hunting down his family, Dr. Mikhael vows to protect them and annihilate his enemy.","Votes1,646"
385. Thattassery Koottam,https://www.imdb.com/title/tt11561750/?ref_=sr_t_385,"https://m.media-amazon.com/images/M/MV5BY2I4YmE1MWMtYWM2NS00MDJiLTk5NzktYzlhY2YwZGMyZDVlXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR1,0,140,207_.jpg",https://www.imdb.com/title/tt11561750/?ref_=sr_i_385,2022,2h 1m,"5.0
 (1K)",Rate,"Hailing from a traditional goldsmith family, Sanju falls in love with Athira. A series of unfortunate events lead to his unpredictable changes.","Votes1,030"
386. Venicile Vyapari,https://www.imdb.com/title/tt2062703/?ref_=sr_t_386,"https://m.media-amazon.com/images/M/MV5BOTliZjI5NWUtNzI2OC00NGY0LWE2NDQtYzUzNTI4ZmUzZDEwXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR8,0,140,207_.jpg",https://www.imdb.com/title/tt2062703/?ref_=sr_i_386,2011,,"5.2
 (443)",Rate,"Pavithran, a police constable, has been assigned to investigate the murder of union leader Ajayan. He disguises himself as a coir merchant to unravel the case.",Votes443
387. Lovefully Yours Veda,https://www.imdb.com/title/tt21936246/?ref_=sr_t_387,"https://m.media-amazon.com/images/M/MV5BZjQyYzZlYjItZTY4Ni00ZDc3LWI5ODItMGRkMWVhZTk5ZmQ2XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR13,0,140,207_.jpg",https://www.imdb.com/title/tt21936246/?ref_=sr_i_387,2023,2h 14m,"6.1
 (97)",Rate,"The youngsters meet Veda and she reminisces about the story behind the poem, her eventful collegelife and Comrade Jeevanlal, the charming man who revolutionized her world. Jeevanlal was the chairman of the college.",Votes97
388. B. Tech,https://www.imdb.com/title/tt7478160/?ref_=sr_t_388,"https://m.media-amazon.com/images/M/MV5BOTZiMjg5YTEtYWRmZC00MmM3LWJiZTAtNjIzZTdjNmU5NDlkXkEyXkFqcGdeQXVyMzQ5Njc3NzU@._V1_QL75_UY207_CR8,0,140,207_.jpg",https://www.imdb.com/title/tt7478160/?ref_=sr_i_388,2018,2h 26m,"6.2
 (939)",Rate,A bunch of engineering students in Bengaluru struggle to get through the course due to their lackadaisical attitudes and frequent skirmishes within the college. An incident outside the campus though shakes them to reality and they are forced to confront it through a trial by fire.,Votes939
389. Su Su Sudhi Vathmeekam,https://www.imdb.com/title/tt5214394/?ref_=sr_t_389,"https://m.media-amazon.com/images/M/MV5BNzQxNmQ3N2YtZTJkZS00Yzk0LTlmNjktNGE0N2I1ZTUwODg5XkEyXkFqcGdeQXVyNTkzNjEyMjI@._V1_QL75_UY207_CR8,0,140,207_.jpg",https://www.imdb.com/title/tt5214394/?ref_=sr_i_389,2015,2h 12m,"7.7
 (1.8K)",Rate,"The movie narrates the story of Sudhi, who has a stuttering problem, from the ages of 4 to 40.","Votes1,816"
390. Ohm Shanthi Oshaana,https://www.imdb.com/title/tt3517192/?ref_=sr_t_390,"https://m.media-amazon.com/images/M/MV5BOGE0ODM5YzgtYzUzMi00MTNkLTg2NjAtOTMzMDEzYjQ3MjQ3XkEyXkFqcGdeQXVyODE0NjUxNzY@._V1_QL75_UX140_CR0,1,140,207_.jpg",https://www.imdb.com/title/tt3517192/?ref_=sr_i_390,2014,2h 16m,"7.7
 (6.1K)",Rate,"A spirited young girl would stop at nothing to get the first love of her life, even if it takes seven years and several heartbreaks.","Votes6,148"
391. Kasargold,https://www.imdb.com/title/tt22309174/?ref_=sr_t_391,"https://m.media-amazon.com/images/M/MV5BMmY1ZDYxNDItYzFmNi00OGNmLTk2MWMtZDc5ZWFiY2M1NDEzXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR13,0,140,207_.jpg",https://www.imdb.com/title/tt22309174/?ref_=sr_i_391,2023,2h 19m,"5.6
 (952)",Rate,"Albert ,a young and unassuming gold smuggler.Alongside his companion Faisal, they embark on an outrageously risky plan with the hope of gaining a fortune that could secure them a lifetime of wealth.",Votes952
392. Varikkuzhiyile Kolapathakam,https://www.imdb.com/title/tt7767336/?ref_=sr_t_392,"https://m.media-amazon.com/images/M/MV5BZDZjMjk0ZDYtNDgyZS00NDYzLTlhZTgtMWYxYmI3Y2JhYmFhXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR2,0,140,207_.jpg",https://www.imdb.com/title/tt7767336/?ref_=sr_i_392,2019,2h,"6.6
 (1.1K)",Rate,A smart Parish priest is highly respected and loved by the villagers until he gets locked up in a secret location by criminals for witnessing a murder.,"Votes1,139"
393. Jackson Bazaar Youth,https://www.imdb.com/title/tt17345904/?ref_=sr_t_393,"https://m.media-amazon.com/images/M/MV5BODQ0YmQwZDMtZDE3My00NDZhLWIxNjUtZDM3NDU3YmJkNmMxXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR13,0,140,207_.jpg",https://www.imdb.com/title/tt17345904/?ref_=sr_i_393,2023,1h 51m,"6.0
 (401)",Rate,"The lives of bandmates of the titular band, who get embroiled in a world of crime.",Votes401
394. Declaration,https://www.imdb.com/title/tt14189076/?ref_=sr_t_394,"https://m.media-amazon.com/images/M/MV5BNGFlNjFhMzgtMmVhMS00MDI0LThjZTAtMWYzZTVlODE0ZGU2XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR13,0,140,207_.jpg",https://www.imdb.com/title/tt14189076/?ref_=sr_i_394,2022,1h 47m,"6.5
 (4.8K)",Rate,"Hareesh and Reshmi, an immigrant couple from Kerala working in a medical gloves factory near Delhi, who aspire to go abroad for a better life. During the COVID-19 lockdowns, when an old video resurfaces among the factory workers, it opens up a Pandora's box that threatens the couple's jobs and marriage.","Votes4,812"
395. Grahanam,https://www.imdb.com/title/tt12962578/?ref_=sr_t_395,"https://m.media-amazon.com/images/M/MV5BMTM4MzYzZDctODIyNi00NzNhLWFiYmYtYjYxMzdkMWNkMzdjXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR3,0,140,207_.jpg",https://www.imdb.com/title/tt12962578/?ref_=sr_i_395,2021,2h 21m,"5.4
 (109)",Rate,The story revolves around the life of a couple Roy and Tina whose happy life lands into an unsettling loop of twists when a doubt about Roy's identity haunts Tina.,Votes109
396. Ramaleela,https://www.imdb.com/title/tt6104268/?ref_=sr_t_396,"https://m.media-amazon.com/images/M/MV5BYzc4MzdhNzgtNjFmZS00MDhjLWEwMWItZTZjNTFkYzU3Y2Q2XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR5,0,140,207_.jpg",https://www.imdb.com/title/tt6104268/?ref_=sr_i_396,2017,2h 38m,"7.3
 (2.5K)",Rate,"Adv. Ramanunni is offered an MLA seat, he is thrown headfirst in to the dirty abyss of politics. What ensues is a cloak and dagger game where it is impossible to survive unless he plays along.","Votes2,530"
397. Njan Marykutty,https://www.imdb.com/title/tt7854174/?ref_=sr_t_397,"https://m.media-amazon.com/images/M/MV5BNzkyZDdjODktMTNjZi00NmM2LTkyODUtNjU5OWEyYTViMjM2XkEyXkFqcGdeQXVyMzQ5Njc3NzU@._V1_QL75_UY207_CR8,0,140,207_.jpg",https://www.imdb.com/title/tt7854174/?ref_=sr_i_397,2018,2h 6m,"7.0
 (617)",Rate,A transsexual man's attempt to realize his true orientation in a society that stigmatizes gender transformation. Will Marykutty come out victorious while shredding all the taboos associated with transsexuality?,Votes617
398. Naradan,https://www.imdb.com/title/tt13334870/?ref_=sr_t_398,"https://m.media-amazon.com/images/M/MV5BZDRjMjQ2OGEtNTZjYy00MjJiLTk1ZTYtYjY4YjA4MjM1YWYxXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR13,0,140,207_.jpg",https://www.imdb.com/title/tt13334870/?ref_=sr_i_398,2022,2h 30m,"6.1
 (2.4K)",Rate,"Naradan is a dramatic journey of Chandraprakash, a popular news anchor in the media world who is desperate to prove his worth.","Votes2,404"
399. Lukka Chuppi,https://www.imdb.com/title/tt4760086/?ref_=sr_t_399,"https://m.media-amazon.com/images/M/MV5BYjI4ZDg3YTItZDA1OC00NzYwLWI3YTMtZWE0ZjJkNzhmZjc5XkEyXkFqcGdeQXVyMzQ5Njc3NzU@._V1_QL75_UY207_CR1,0,140,207_.jpg",https://www.imdb.com/title/tt4760086/?ref_=sr_i_399,2015,1h 49m,"6.6
 (486)",Rate,"The film exhibits a get together of a group of friends after a long interval of 14 years. They discusses their naughty works, silly love stories, etc that happened during their college life with their life partners.",Votes486
400. Jawanum Mullappoovum,https://www.imdb.com/title/tt23538910/?ref_=sr_t_400,"https://m.media-amazon.com/images/M/MV5BMDIzNTAxYjctMGNmNy00YzBlLWJkZjctMjkwYjMzOTRmNThiXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UX140_CR0,21,140,207_.jpg",https://www.imdb.com/title/tt23538910/?ref_=sr_i_400,2023,2h 15m,"6.3
 (491)",Rate,A school teacher and her family and depicts how they overcome the overcome the troubling circumstances thrown at them.,Votes491
401. Kaazhcha,https://www.imdb.com/title/tt0425162/?ref_=sr_t_401,"https://m.media-amazon.com/images/M/MV5BZDdmZDZlOGUtZTFkMi00MjlmLThmMzktMGQ1NzA2ZWExOWQ5XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR4,0,140,207_.jpg",https://www.imdb.com/title/tt0425162/?ref_=sr_i_401,2004,2h 17m,"8.2
 (3.4K)",Rate,"Madhavan, a villager, comes across Pavan, a young boy who lost his family in the Gujarat earthquake. He welcomes Pavan into his family and the rapport between them strengthens over time.","Votes3,429"
402. Maharani,https://www.imdb.com/title/tt22440336/?ref_=sr_t_402,"https://m.media-amazon.com/images/M/MV5BODY0NmM2MDYtZjM1YS00ZjU1LThjYjUtMWZjMDI4MDEyOTE4XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR13,0,140,207_.jpg",https://www.imdb.com/title/tt22440336/?ref_=sr_i_402,2023,2h 7m,"8.3
 (160)",Rate,The story is based on an imaginary village of Alleppey district in Kerala named Kinassery. A matter between two people becomes a problem between two families and It turns into a riot in the entire village.,Votes160
403. Oppam,https://www.imdb.com/title/tt5548032/?ref_=sr_t_403,"https://m.media-amazon.com/images/M/MV5BMTE4MzA4ZjgtOTIxNi00N2U3LTg0MTMtMTcwOGY2ZTA3NjAyXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR1,0,140,207_.jpg",https://www.imdb.com/title/tt5548032/?ref_=sr_i_403,2016,2h 23m,"7.3
 (4.3K)",Rate,A blind man tries to protect a girl from a psycho killer.,"Votes4,335"
404. Far,https://www.imdb.com/title/tt30414385/?ref_=sr_t_404,"https://m.media-amazon.com/images/M/MV5BM2QxZDllODMtZDI2Yi00YzMyLThjNWEtZGU3OThhOThlNjI5XkEyXkFqcGdeQXVyMTAxNDYzMzEy._V1_QL75_UY207_CR3,0,140,207_.jpg",https://www.imdb.com/title/tt30414385/?ref_=sr_i_404,2023,,"8.7
 (574)",Rate,Two best friends go on a road trip to Gokarna a place renowned for beautiful landscapes offering promises of a much-needed calm. The serene atmosphere is gradually jostled into unfolding a series of mysteries.,Votes574
405. O.Baby,https://www.imdb.com/title/tt27655979/?ref_=sr_t_405,"https://m.media-amazon.com/images/M/MV5BODZlN2JiZTYtY2M3Mi00MWFhLThhY2UtNjA3NGQ4ZjUxZmU0XkEyXkFqcGdeQXVyMTUzNTgzNzM0._V1_QL75_UY207_CR13,0,140,207_.jpg",https://www.imdb.com/title/tt27655979/?ref_=sr_i_405,2023,,"4.2
 (4.8K)",Rate,"A caretaker's bond that was formed from his forefathers time with a family comes under strain when the caretaker's son doesn't respect age-old traditions, wants to challenge the generational bond, and is influenced by woke culture.","Votes4,778"
406. Double Barrel,https://www.imdb.com/title/tt4930814/?ref_=sr_t_406,"https://m.media-amazon.com/images/M/MV5BM2M3NGE5YWYtMjJlNi00NTllLWFhZGEtMDRmN2IzMjg0NWRjXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR1,0,140,207_.jpg",https://www.imdb.com/title/tt4930814/?ref_=sr_i_406,2015,2h 38m,"5.7
 (1.2K)",Rate,Two thugs accidentally set off a gang war over a pair of diamonds.,"Votes1,240"
407. Bhaskar the Rascal,https://www.imdb.com/title/tt4584862/?ref_=sr_t_407,"https://m.media-amazon.com/images/M/MV5BYzJhNDU4ZmMtNmI3MS00OWI5LWE4YTQtOTM4ZmEyODE3ZmJhXkEyXkFqcGdeQXVyOTk3NTc2MzE@._V1_QL75_UY207_CR4,0,140,207_.jpg",https://www.imdb.com/title/tt4584862/?ref_=sr_i_407,2015,2h 40m,"5.3
 (1.2K)",Rate,"Aadhi and Shivani are children of single-parents who want to enjoy the happiness of a complete family. In order to achieve this, they try to unite their parents but end up in trouble.","Votes1,166"
408. The Journey,https://www.imdb.com/title/tt0470913/?ref_=sr_t_408,"https://m.media-amazon.com/images/M/MV5BMTUzOTA4Njc3NV5BMl5BanBnXkFtZTcwNjg3ODE4Mg@@._V1_QL75_UX140_CR0,16,140,207_.jpg",https://www.imdb.com/title/tt0470913/?ref_=sr_i_408,2004,1h 47m,"6.8
 (375)",Rate,"In Sancharram (""The Journey""), Kiran is mortified by her growing lesbian desire for the effervescent Delilah, in an idyllic Indian village where arranged marriage is the only acceptable form of coupling.",Votes375
409. Cheena Trophy,https://www.imdb.com/title/tt29026239/?ref_=sr_t_409,"https://m.media-amazon.com/images/M/MV5BZDI5MjA2MDUtOGZkYi00N2FmLTkwYmUtNWE4ODkyODZjMjUzXkEyXkFqcGdeQXVyMTUyNjIwMDEw._V1_QL75_UY207_CR13,0,140,207_.jpg",https://www.imdb.com/title/tt29026239/?ref_=sr_i_409,2023,2h 2m,"9.3
 (678)",Rate,,Votes678
410. Role Models,https://www.imdb.com/title/tt6253546/?ref_=sr_t_410,"https://m.media-amazon.com/images/M/MV5BOWM3NDczNDEtOGYzYi00Y2IxLThjNWMtZDU5YzM3MTBjYmJhXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR1,0,140,207_.jpg",https://www.imdb.com/title/tt6253546/?ref_=sr_i_410,2017,2h 12m,"5.1
 (608)",Rate,"Gautham's life takes some unexpected turns after realizing that ""the greatest mystery in the world is human life itself."" What unfolds is a maze of both the trivial and the sublime.",Votes608
